id;message_main_attachment_id;currency_id;company_id;group_id;root_id;create_uid;write_uid;name;code;account_type;internal_group;note;deprecated;include_initial_balance;reconcile;is_off_balance;non_trade;create_date;write_date
2;;2;1;;49048;1;1;Activos circulantes;101000;asset_current;asset;;false;true;false;false;false;08-07-2023;08-07-2023
3;;2;1;;49049;1;1;Valoración de acciones;110100;asset_current;asset;;false;true;false;false;false;08-07-2023;08-07-2023
4;;2;1;;49049;1;1;Stock provisional (recibido);110200;asset_current;asset;;false;true;true;false;false;08-07-2023;08-07-2023
5;;2;1;;49049;1;1;Stock provisional (entregado);110300;asset_current;asset;;false;true;true;false;false;08-07-2023;08-07-2023
6;;2;1;;49050;1;1;Cuentas por cobrar;121000;asset_receivable;asset;;false;true;true;false;false;08-07-2023;08-07-2023
7;;2;1;;49050;1;1;Productos a recibir;121100;asset_current;asset;;false;true;true;false;false;08-07-2023;08-07-2023
8;;2;1;;49051;1;1;Impuesto pagado;131000;asset_current;asset;;false;true;false;false;false;08-07-2023;08-07-2023
9;;2;1;;49051;1;1;Impuesto por cobrar;132000;asset_current;asset;;false;true;false;false;false;08-07-2023;08-07-2023
10;;2;1;;49052;1;1;Pagos anticipados;141000;asset_prepayments;asset;;false;true;false;false;false;08-07-2023;08-07-2023
11;;2;1;;49053;1;1;Activo fijo;151000;asset_fixed;asset;;false;true;false;false;false;08-07-2023;08-07-2023
12;;2;1;;49057;1;1;Activos no corrientes;191000;asset_non_current;asset;;false;true;false;false;false;08-07-2023;08-07-2023
13;;2;1;;50048;1;1;Pasivo circulante;201000;liability_current;liability;;false;true;false;false;false;08-07-2023;08-07-2023
39;;2;1;;49048;1;1;Recibos pendientes;101402;asset_current;asset;;false;true;true;false;false;08-07-2023;08-07-2023
40;;2;1;;49048;1;1;Pagos pendientes;101403;asset_current;asset;;false;true;true;false;false;08-07-2023;08-07-2023
41;;2;1;;49048;1;1;Efectivo;101501;asset_cash;asset;;false;true;false;false;false;08-07-2023;08-07-2023
42;;2;1;;49048;1;1;Banco;101404;asset_cash;asset;;false;true;false;false;false;08-07-2023;08-07-2023
43;;2;1;;57057;1;1;Ganancias/pérdidas no distribuidas;999999;equity_unaffected;equity;;false;true;false;false;false;08-07-2023;08-07-2023
14;;2;1;;50049;1;1;Cuenta por pagar;211000;liability_payable;liability;;false;true;true;false;false;08-07-2023;08-07-2023
15;;2;1;;50049;1;1;facturas a recibir;211100;liability_current;liability;;false;true;true;false;false;08-07-2023;08-07-2023
16;;2;1;;50053;1;1;Impuesto Recibido;251000;liability_current;liability;;false;true;false;false;false;08-07-2023;08-07-2023
17;;2;1;;50053;1;1;Impuesto a pagar;252000;liability_current;liability;;false;true;false;false;false;08-07-2023;08-07-2023
18;;2;1;;50057;1;1;Pasivos no corrientes;291000;liability_non_current;liability;;false;true;false;false;false;08-07-2023;08-07-2023
20;;2;1;;51048;1;1;Dividendos;302000;equity;equity;;false;true;false;false;false;08-07-2023;08-07-2023
21;;2;1;;52048;1;1;Venta de productos;400000;income;income;;false;false;false;false;false;08-07-2023;08-07-2023
22;;2;1;;52052;1;1;Ganancia cambiaria;441000;income;income;;false;false;false;false;false;08-07-2023;08-07-2023
23;;2;1;;52052;1;1;Ganancia por diferencia en efectivo;442000;income;income;;false;false;false;false;false;08-07-2023;08-07-2023
24;;2;1;;52053;1;1;Otros Ingresos;450000;income_other;income;;false;false;false;false;false;08-07-2023;08-07-2023
25;;2;1;;53048;1;1;Costo de los bienes vendidos;500000;expense_direct_cost;expense;;false;false;false;false;false;08-07-2023;08-07-2023
26;;2;1;;54048;1;1;Gastos;600000;expense;expense;;false;false;false;false;false;08-07-2023;08-07-2023
27;;2;1;;54049;1;1;Compra de Equipos;611000;expense;expense;;false;false;false;false;false;08-07-2023;08-07-2023
28;;2;1;;54049;1;1;Alquiler;612000;expense;expense;;false;false;false;false;false;08-07-2023;08-07-2023
29;;2;1;;54050;1;1;Comisiones bancarias;620000;expense;expense;;false;false;false;false;false;08-07-2023;08-07-2023
30;;2;1;;54051;1;1;Gastos Salariales;630000;expense;expense;;false;false;false;false;false;08-07-2023;08-07-2023
31;;2;1;;54052;1;1;Pérdida cambiaria;641000;expense;expense;;false;false;false;false;false;08-07-2023;08-07-2023
32;;2;1;;54052;1;1;Pérdida de diferencia de efectivo;642000;expense;expense;;false;false;false;false;false;08-07-2023;08-07-2023
33;;2;1;;57054;1;1;Gastos de RD;961000;expense;expense;;false;false;false;false;false;08-07-2023;08-07-2023
34;;2;1;;57054;1;1;Gastos de venta;962000;expense;expense;;false;false;false;false;false;08-07-2023;08-07-2023
35;;2;1;;49048;1;1;Cuenta por cobrar (PoS);101300;asset_receivable;asset;;false;true;true;false;false;08-07-2023;08-07-2023
36;;2;1;;54052;1;1;Pérdida de descuento en efectivo;643000;expense;expense;;false;false;false;false;false;08-07-2023;08-07-2023
